emp_no,first_name,last_name,title,salary,from_date
213965,Ramalingam,Denny,Senior Staff,40000,1/7/1991
213966,Mayumi,Schade,Senior Engineer,40000,11/3/1990
213904,Mari,Kropatsch,Staff,53772,12/8/1992
213976,Leah,Sidou,Engineer,42981,8/17/1985
213976,Leah,Sidou,Senior Engineer,42981,8/17/1985
213978,Jaewon,Eterovic,Engineer,57074,7/24/1987
213978,Jaewon,Eterovic,Senior Engineer,57074,7/24/1987
213906,Sven,Gerteisen,Senior Staff,65282,9/11/1988
213981,Kazuyasu,Melski,Staff,82873,12/24/1996
213906,Sven,Gerteisen,Staff,65282,9/11/1988
214024,Zhilian,Kroll,Senior Engineer,70765,9/29/1986
213991,Miyeon,Erbe,Senior Staff,66643,6/13/1991
213991,Miyeon,Erbe,Staff,66643,6/13/1991
213997,Kerhong,Lambe,Senior Engineer,47515,7/17/1988
214008,Zhigen,Thimonier,Technique Leader,41736,7/21/1998
214010,Steen,Melski,Senior Engineer,40000,8/30/1993
214033,Genevieve,Junet,Senior Staff,40000,10/26/1986
214033,Genevieve,Junet,Staff,40000,10/26/1986
214059,Shahar,McFarlin,Technique Leader,55646,3/17/1987
214071,Jordanka,Goldhammer,Engineer,61772,12/22/1988
214071,Jordanka,Goldhammer,Senior Engineer,61772,12/22/1988
214078,Surveyors,Merli,Senior Staff,76255,4/27/1995
214078,Surveyors,Merli,Staff,76255,4/27/1995
214090,Tsvetan,Janocha,Senior Staff,48431,9/24/1985
214090,Tsvetan,Janocha,Staff,48431,9/24/1985
214097,Hideyuki,Kroon,Senior Staff,56332,6/1/1994
214144,Duke,Oppitz,Assistant Engineer,40000,10/3/1997
214144,Duke,Oppitz,Engineer,40000,10/3/1997
214145,Steen,Ravishankar,Senior Staff,46858,5/19/1987
214097,Hideyuki,Kroon,Staff,56332,6/1/1994
214099,Holgard,Prenel,Senior Engineer,59556,1/1/1986
214108,Chiradeep,Ellozy,Senior Staff,57811,7/14/1988
214161,Tsz,Strehl,Senior Staff,40000,3/15/1985
214161,Tsz,Strehl,Staff,40000,3/15/1985
214166,Goncalo,Worfolk,Senior Engineer,74831,6/22/1987
214167,Zvonko,Reinhart,Senior Staff,40000,12/5/1987
214167,Zvonko,Reinhart,Staff,40000,12/5/1987
214108,Chiradeep,Ellozy,Staff,57811,7/14/1988
214171,Sergi,Saoudi,Engineer,40000,8/6/1995
214121,Saddek,Luks,Engineer,44346,8/6/1989
214183,Nathalie,Parfitt,Senior Staff,67539,1/18/1989
214183,Nathalie,Parfitt,Staff,67539,1/18/1989
214189,Panayotis,Junot,Engineer,40000,9/8/1986
214189,Panayotis,Junot,Senior Engineer,40000,9/8/1986
214121,Saddek,Luks,Senior Engineer,44346,8/6/1989
214241,Toshimo,Strandh,Engineer,66193,8/11/1985
214204,Alexius,Glowinski,Senior Staff,68265,7/10/1986
214211,Miomir,Peres,Engineer,56701,12/26/1987
214211,Miomir,Peres,Senior Engineer,56701,12/26/1987
214216,Stabislas,Billawala,Engineer,40000,6/1/1985
214216,Stabislas,Billawala,Senior Engineer,40000,6/1/1985
214327,Jaewoo,Solares,Senior Staff,40000,12/11/1987
214327,Jaewoo,Solares,Staff,40000,12/11/1987
214357,Uno,Coney,Engineer,40000,8/4/1986
214357,Uno,Coney,Senior Engineer,40000,8/4/1986
214358,Ravishankar,Pileggi,Senior Staff,40055,10/15/1999
214364,Kwangho,Siksek,Staff,61151,7/7/1997
214376,Jingling,Krogh,Engineer,40000,1/8/1994
214385,Mechthild,Yemenis,Senior Staff,67345,4/23/1987
214385,Mechthild,Yemenis,Staff,67345,4/23/1987
214394,Faiza,DeMori,Senior Staff,48534,2/24/1988
214394,Faiza,DeMori,Staff,48534,2/24/1988
214401,Jiakeng,Sanella,Senior Staff,57072,3/28/1989
214401,Jiakeng,Sanella,Staff,57072,3/28/1989
214414,Xuedong,Koyama,Senior Engineer,66496,3/27/1988
214430,Kirk,Hofman,Engineer,53401,2/16/1987
214430,Kirk,Hofman,Senior Engineer,53401,2/16/1987
214241,Toshimo,Strandh,Senior Engineer,66193,8/11/1985
214436,Ashish,Panangaden,Staff,77215,9/7/1999
214252,Katsuo,Granlund,Senior Staff,66474,8/29/1985
214441,Padma,Sgarro,Senior Staff,67417,1/5/2002
214441,Padma,Sgarro,Staff,67417,1/5/2002
214445,Shaw,Decleir,Assistant Engineer,40000,4/28/1985
214445,Shaw,Decleir,Engineer,40000,4/28/1985
214446,Barry,Mersereau,Assistant Engineer,71698,8/17/1998
214448,Gay,Baby,Senior Engineer,49449,4/10/1988
214451,Tristan,Scallan,Senior Staff,80944,6/2/1988
214451,Tristan,Scallan,Staff,80944,6/2/1988
214252,Katsuo,Granlund,Staff,66474,8/29/1985
214261,Terresa,Munch,Engineer,40000,11/3/1992
214261,Terresa,Munch,Senior Engineer,40000,11/3/1992
214302,Xiadong,Siegrist,Technique Leader,40000,4/5/2002
214491,Ulf,Cromarty,Engineer,67347,9/15/1993
214491,Ulf,Cromarty,Senior Engineer,67347,9/15/1993
214496,Gunilla,Halevi,Staff,59471,3/8/1999
214506,Vishv,Fortenbacher,Engineer,57597,7/24/1988
214506,Vishv,Fortenbacher,Senior Engineer,57597,7/24/1988
214307,Adam,Lamma,Engineer,40000,1/25/1987
214307,Adam,Lamma,Senior Engineer,40000,1/25/1987
214311,Bodh,Potthoff,Senior Staff,45876,10/4/1985
214317,Thodoros,Kugler,Staff,46339,6/24/1998
214616,Phillip,Paciorek,Engineer,48421,2/24/1997
214508,Arvin,Limongiello,Senior Engineer,46685,8/5/1985
214511,Masaki,Marquardt,Engineer,40000,2/18/1985
214511,Masaki,Marquardt,Senior Engineer,40000,2/18/1985
214522,Otmar,Flanders,Engineer,40000,5/10/1992
214522,Otmar,Flanders,Senior Engineer,40000,5/10/1992
214535,Sampalli,Demir,Engineer,40000,7/11/1987
214535,Sampalli,Demir,Senior Engineer,40000,7/11/1987
214540,Boaz,Butner,Senior Staff,41346,6/2/1989
214556,Yinghua,Tagansky,Senior Staff,40000,4/3/1993
214560,Pradeep,Erez,Senior Staff,49792,5/24/1985
214563,Basil,Ramras,Engineer,51422,1/23/1996
214563,Basil,Ramras,Senior Engineer,51422,1/23/1996
214622,Shaw,Peha,Staff,74203,10/6/1997
214657,Yurii,Papsdorf,Engineer,47761,8/24/1994
214591,Mohua,Luders,Staff,45449,8/18/1998
214605,Mario,Rosenbaum,Engineer,40000,5/18/1988
214605,Mario,Rosenbaum,Senior Engineer,40000,5/18/1988
214657,Yurii,Papsdorf,Senior Engineer,47761,8/24/1994
214663,Bangqing,Baez,Engineer,61240,5/1/1985
214663,Bangqing,Baez,Senior Engineer,61240,5/1/1985
214665,Mana,Eickenmeyer,Assistant Engineer,44406,11/18/1995
214674,Zissis,Saoudi,Senior Staff,68262,4/7/1985
214674,Zissis,Saoudi,Staff,68262,4/7/1985
214681,Edwin,Dulli,Engineer,50591,11/22/1997
214682,Jaroslava,Neimat,Senior Staff,96068,12/19/1987
214682,Jaroslava,Neimat,Staff,96068,12/19/1987
214693,Garnet,Kuzuoka,Engineer,40000,4/16/1987
214693,Garnet,Kuzuoka,Senior Engineer,40000,4/16/1987
214706,Marlo,Kitai,Senior Staff,53516,12/11/1991
214706,Marlo,Kitai,Staff,53516,12/11/1991
214811,Serap,Kalloufi,Engineer,42030,6/29/1987
214716,Hironobu,Makrucki,Senior Staff,69425,10/17/1988
214719,Tristan,Skrikant,Senior Engineer,46065,2/27/1987
214727,Berthier,Koprowski,Engineer,40000,6/19/1987
214727,Berthier,Koprowski,Senior Engineer,40000,6/19/1987
214738,Caolyn,Cunliffe,Engineer,61076,5/6/1987
214738,Caolyn,Cunliffe,Senior Engineer,61076,5/6/1987
214741,Xiahua,Piazza,Engineer,47215,6/24/1985
214741,Xiahua,Piazza,Senior Engineer,47215,6/24/1985
214746,Mohan,Ishibashi,Senior Staff,40000,1/2/1987
214746,Mohan,Ishibashi,Staff,40000,1/2/1987
214753,Stafford,dAstous,Engineer,40000,4/22/1994
214753,Stafford,dAstous,Senior Engineer,40000,4/22/1994
214758,Remmert,Bruckman,Senior Engineer,40000,6/14/2000
214765,Jongsuk,Keustermans,Senior Staff,50057,12/10/1999
214768,Yakichi,Guardalben,Engineer,53861,11/6/1998
214779,Denis,Nitsche,Senior Staff,50619,9/21/1988
214779,Denis,Nitsche,Staff,50619,9/21/1988
214785,Arif,Sigstam,Engineer,51268,4/2/1995
214785,Arif,Sigstam,Senior Engineer,51268,4/2/1995
214788,Sadun,Zschoche,Assistant Engineer,53892,11/28/1985
214788,Sadun,Zschoche,Engineer,53892,11/28/1985
214788,Sadun,Zschoche,Senior Engineer,53892,11/28/1985
214791,Mana,Ligten,Engineer,42838,10/23/1988
214791,Mana,Ligten,Senior Engineer,42838,10/23/1988
214794,Val,Ibel,Senior Staff,76281,7/31/1987
214794,Val,Ibel,Staff,76281,7/31/1987
214796,Leah,Cronau,Senior Staff,77345,5/2/1988
214796,Leah,Cronau,Staff,77345,5/2/1988
214811,Serap,Kalloufi,Senior Engineer,42030,6/29/1987
214812,Marl,Nannarelli,Staff,50691,1/27/1997
214823,Aleksandar,Azulay,Engineer,53102,10/19/1985
214823,Aleksandar,Azulay,Senior Engineer,53102,10/19/1985
214826,Susuma,Merey,Engineer,40000,10/16/1991
214826,Susuma,Merey,Senior Engineer,40000,10/16/1991
214858,Yongdong,Kushner,Engineer,40000,11/30/1985
214858,Yongdong,Kushner,Senior Engineer,40000,11/30/1985
214920,Ipke,Caine,Senior Staff,48323,1/25/1987
214920,Ipke,Caine,Staff,48323,1/25/1987
214921,Hsiangchu,Byoun,Assistant Engineer,51987,12/1/1987
214921,Hsiangchu,Byoun,Engineer,51987,12/1/1987
214921,Hsiangchu,Byoun,Senior Engineer,51987,12/1/1987
214935,Makato,Hiroyama,Engineer,40000,11/15/1993
214935,Makato,Hiroyama,Senior Engineer,40000,11/15/1993
214954,Marko,Mandell,Assistant Engineer,40000,12/19/1986
214954,Marko,Mandell,Engineer,40000,12/19/1986
214954,Marko,Mandell,Senior Engineer,40000,12/19/1986
214955,Yunming,Puppo,Senior Staff,88550,6/9/1986
214955,Yunming,Puppo,Staff,88550,6/9/1986
214960,Yolla,Koblick,Senior Staff,52879,10/11/1987
214960,Yolla,Koblick,Staff,52879,10/11/1987
214965,Toshiki,Zeleznik,Assistant Engineer,67789,1/28/1991
214965,Toshiki,Zeleznik,Engineer,67789,1/28/1991
214970,Arfst,Belinskaya,Senior Staff,91368,9/4/1986
214970,Arfst,Belinskaya,Staff,91368,9/4/1986
214973,Susanta,Conde,Senior Engineer,46966,11/18/1993
214984,Tomofumi,Yurov,Senior Staff,50677,11/14/1986
214984,Tomofumi,Yurov,Staff,50677,11/14/1986
214862,Ziva,Basagni,Senior Staff,74143,2/9/1986
214862,Ziva,Basagni,Staff,74143,2/9/1986
214874,Hironoby,Ventosa,Senior Staff,48451,5/22/1997
215007,Georgy,Radwan,Senior Staff,56493,11/11/1996
215007,Georgy,Radwan,Staff,56493,11/11/1996
215008,Mechthild,Alpin,Assistant Engineer,56002,2/26/1986
215008,Mechthild,Alpin,Engineer,56002,2/26/1986
215008,Mechthild,Alpin,Senior Engineer,56002,2/26/1986
214874,Hironoby,Ventosa,Staff,48451,5/22/1997
214876,Shuho,Domenig,Senior Staff,40000,5/4/1986
215016,Uinam,Sullins,Senior Engineer,40000,10/17/1999
214876,Shuho,Domenig,Staff,40000,5/4/1986
215021,Horward,Staylopatis,Engineer,72531,3/26/1986
215021,Horward,Staylopatis,Senior Engineer,72531,3/26/1986
214892,Shim,Ducloy,Senior Staff,40000,4/11/1986
215029,Basant,Brender,Senior Staff,43444,4/20/1988
215029,Basant,Brender,Staff,43444,4/20/1988
215039,Boutros,Stellhorn,Senior Engineer,42497,4/2/1999
214892,Shim,Ducloy,Staff,40000,4/11/1986
215102,Horward,Puoti,Senior Staff,74527,7/17/1996
215055,Percy,Percebois,Engineer,54947,1/14/1996
215055,Percy,Percebois,Senior Engineer,54947,1/14/1996
215188,Temple,Zhiwei,Senior Staff,40000,3/7/1998
215188,Temple,Zhiwei,Staff,40000,3/7/1998
215104,Giap,Guting,Senior Staff,64016,3/10/1999
215109,Irena,Matzke,Senior Staff,40000,6/25/1985
215109,Irena,Matzke,Staff,40000,6/25/1985
215212,Sigeru,Birnbaum,Engineer,66089,7/5/1989
215212,Sigeru,Birnbaum,Senior Engineer,66089,7/5/1989
215218,Shiv,Cappello,Staff,41418,10/15/1998
215111,Sajjad,Dahlbom,Engineer,64669,1/4/1986
215111,Sajjad,Dahlbom,Senior Engineer,64669,1/4/1986
215228,Annemarie,Rando,Staff,40000,5/28/1998
215116,Val,Holburn,Assistant Engineer,55843,4/16/1996
215233,Constantijn,Schiettecatte,Senior Staff,40000,4/24/1987
215233,Constantijn,Schiettecatte,Staff,40000,4/24/1987
215116,Val,Holburn,Engineer,55843,4/16/1996
215123,Sangeeta,Angelopoulos,Staff,75252,12/28/1996
215244,Duangkaew,Farrow,Senior Engineer,43220,11/15/1992
215247,Tonny,Hellwagner,Senior Staff,89998,2/2/1992
215247,Tonny,Hellwagner,Staff,89998,2/2/1992
215248,Dmitri,Sinicrope,Engineer,46523,12/23/1987
215248,Dmitri,Sinicrope,Senior Engineer,46523,12/23/1987
215124,Gaetan,Waschkowski,Senior Staff,53301,4/11/1985
215124,Gaetan,Waschkowski,Staff,53301,4/11/1985
215262,Naraig,Meszaros,Engineer,54118,3/2/1991
215262,Naraig,Meszaros,Senior Engineer,54118,3/2/1991
215132,Karoline,Perz,Senior Engineer,40000,5/31/1988
215142,Danil,Kushner,Senior Staff,59412,8/9/1993
215277,Ewing,Bach,Senior Staff,66950,7/12/1991
215277,Ewing,Bach,Staff,66950,7/12/1991
215281,Tomofumi,Onuegbe,Senior Engineer,60176,9/14/1986
215282,Panayotis,Stasinski,Senior Staff,72349,10/4/1995
215282,Panayotis,Stasinski,Staff,72349,10/4/1995
215142,Danil,Kushner,Staff,59412,8/9/1993
215155,Hideyuki,Erdi,Assistant Engineer,60531,12/23/1986
215155,Hideyuki,Erdi,Engineer,60531,12/23/1986
215156,Kensei,Conti,Engineer,40000,5/7/1997
215168,Houman,Hellwagner,Senior Staff,61126,6/22/1985
215168,Houman,Hellwagner,Staff,61126,6/22/1985
215172,Sukumar,Vigier,Engineer,49864,1/9/1986
215172,Sukumar,Vigier,Senior Engineer,49864,1/9/1986
215177,Siamak,Tomescu,Senior Staff,40000,4/18/1986
215179,Aleksander,Soicher,Senior Staff,56307,7/7/1988
215179,Aleksander,Soicher,Staff,56307,7/7/1988
215383,Xuejun,Kushner,Senior Staff,40000,3/5/1989
215285,Kazuhira,Osgood,Staff,61939,7/30/1999
215289,Eckart,Anger,Engineer,49356,5/21/2001
215289,Eckart,Anger,Senior Engineer,49356,5/21/2001
215291,Haldun,Raoux,Assistant Engineer,50804,11/12/1995
215291,Haldun,Raoux,Engineer,50804,11/12/1995
215310,Sampalli,Dalton,Assistant Engineer,40000,8/25/1994
215310,Sampalli,Dalton,Engineer,40000,8/25/1994
215326,Danae,Furudate,Staff,58948,8/12/1999
215329,Gregory,Doering,Engineer,51181,12/12/1988
215329,Gregory,Doering,Senior Engineer,51181,12/12/1988
215335,Shuky,Kalafatis,Senior Staff,71394,8/21/1992
215335,Shuky,Kalafatis,Staff,71394,8/21/1992
215338,Hidde,Rodier,Engineer,40000,1/9/1986
215338,Hidde,Rodier,Senior Engineer,40000,1/9/1986
215345,Toshimori,Hertweck,Senior Staff,52290,11/27/1989
215345,Toshimori,Hertweck,Staff,52290,11/27/1989
215355,Amabile,Pehl,Engineer,46588,5/26/1989
215355,Amabile,Pehl,Senior Engineer,46588,5/26/1989
215383,Xuejun,Kushner,Staff,40000,3/5/1989
215360,Francesca,Meszaros,Senior Staff,70479,7/27/1985
215360,Francesca,Meszaros,Staff,70479,7/27/1985
215402,Sanjiv,Prochazka,Staff,64432,1/1/2000
215370,Kristina,Leuchs,Senior Staff,40000,12/12/1987
215371,Yahiko,Chinin,Senior Staff,91866,5/29/1986
215371,Yahiko,Chinin,Staff,91866,5/29/1986
215373,Barry,Simmel,Senior Staff,40000,7/21/1996
215374,Hatim,Szilard,Engineer,40000,4/16/1985
215374,Hatim,Szilard,Senior Engineer,40000,4/16/1985
215379,Martina,Muntz,Engineer,42170,8/11/1988
215379,Martina,Muntz,Senior Engineer,42170,8/11/1988
215438,Bernd,Magalhaes,Engineer,48133,9/20/1985
215438,Bernd,Magalhaes,Senior Engineer,48133,9/20/1985
215499,Boriana,Cherinka,Engineer,44326,5/4/1988
215499,Boriana,Cherinka,Senior Engineer,44326,5/4/1988
215511,Jaroslava,Waterhouse,Engineer,40000,10/3/1992
215511,Jaroslava,Waterhouse,Senior Engineer,40000,10/3/1992
215513,Sigeru,Litzkow,Staff,73090,4/25/2002
215523,Feixiong,Emmerich,Staff,59445,8/4/1997
215549,Mara,Georgatos,Senior Staff,40000,7/27/1985
215549,Mara,Georgatos,Staff,40000,7/27/1985
215567,Gennady,Bernick,Senior Staff,58295,6/30/1992
215567,Gennady,Bernick,Staff,58295,6/30/1992
215575,Tran,Hofting,Engineer,65409,10/2/1985
215575,Tran,Hofting,Senior Engineer,65409,10/2/1985
215576,Takushi,Anger,Senior Staff,93415,2/1/1987
215576,Takushi,Anger,Staff,93415,2/1/1987
215616,Sachar,Aloisi,Technique Leader,40000,9/30/1987
215620,Aiichiro,Baik,Senior Engineer,40000,8/2/1993
215626,Murthy,Schusler,Engineer,40000,5/7/1988
215626,Murthy,Schusler,Senior Engineer,40000,5/7/1988
215643,Nidapan,Staelin,Engineer,40000,7/12/1996
215643,Nidapan,Staelin,Senior Engineer,40000,7/12/1996
215648,Jeanna,Jahnichen,Engineer,40000,6/24/1986
215648,Jeanna,Jahnichen,Senior Engineer,40000,6/24/1986
215654,Zvonko,Jakobus,Senior Engineer,40000,3/10/1995
215656,Shawna,Sankaranarayanan,Senior Staff,40000,10/25/1988
215656,Shawna,Sankaranarayanan,Staff,40000,10/25/1988
215664,Aleksandar,Verhoeff,Senior Staff,71444,8/19/1986
215680,Lokesh,Billingsley,Assistant Engineer,40000,8/25/1991
215680,Lokesh,Billingsley,Engineer,40000,8/25/1991
215685,Filipe,Nooteboom,Senior Engineer,51499,6/22/1985
215693,Hidefumi,Emmart,Technique Leader,43705,11/8/1988
215695,Jasminko,Wendorf,Technique Leader,40000,10/22/1987
215696,Nigel,Iisaka,Senior Staff,69942,12/29/1987
215696,Nigel,Iisaka,Staff,69942,12/29/1987
215697,Tooru,Bardell,Technique Leader,42622,7/22/1985
215713,Radhakrishnan,Engberts,Senior Staff,44365,7/15/1990
215713,Radhakrishnan,Engberts,Staff,44365,7/15/1990
215718,Weiwu,Luan,Senior Staff,46731,6/26/1989
215718,Weiwu,Luan,Staff,46731,6/26/1989
215726,Khosrow,Michaels,Senior Staff,40000,8/8/1987
215730,Amalendu,Peek,Senior Engineer,40000,9/13/1987
215731,Xiping,Emmerich,Senior Engineer,40000,12/21/1989
215734,Gina,Bahi,Technique Leader,58963,4/30/1986
215739,Masaki,Scallan,Engineer,40000,12/28/1986
215739,Masaki,Scallan,Senior Engineer,40000,12/28/1986
215745,Lidong,Suppi,Senior Staff,63254,2/12/1988
215745,Lidong,Suppi,Staff,63254,2/12/1988
215747,Fan,Czap,Assistant Engineer,41216,4/3/1987
215747,Fan,Czap,Engineer,41216,4/3/1987
215747,Fan,Czap,Senior Engineer,41216,4/3/1987
215776,Adas,Ashish,Engineer,43918,3/10/1988
215776,Adas,Ashish,Senior Engineer,43918,3/10/1988
215783,Sverrir,Prochazka,Senior Staff,47789,2/26/1986
215783,Sverrir,Prochazka,Staff,47789,2/26/1986
215785,Zita,Tetzlaff,Senior Staff,45564,5/13/1996
215785,Zita,Tetzlaff,Staff,45564,5/13/1996
215801,Alejandra,Underwood,Engineer,54442,8/22/1988
215801,Alejandra,Underwood,Senior Engineer,54442,8/22/1988
215829,Boaz,Jumpertz,Engineer,49791,10/20/1986
215829,Boaz,Jumpertz,Senior Engineer,49791,10/20/1986
215831,Halsur,Ferriere,Engineer,56380,8/21/1985
215831,Halsur,Ferriere,Senior Engineer,56380,8/21/1985
215848,Arnd,Chenoweth,Senior Staff,45040,9/4/1985
215848,Arnd,Chenoweth,Staff,45040,9/4/1985
215855,Fan,Snedden,Senior Engineer,56353,10/16/1988
215467,Xinyu,Capobianchi,Staff,40000,9/28/1996
215871,Naraig,Lores,Engineer,40000,8/17/1986
215871,Naraig,Lores,Senior Engineer,40000,8/17/1986
215890,Denis,Kroon,Engineer,40000,5/20/1985
215890,Denis,Kroon,Senior Engineer,40000,5/20/1985
215900,Yoshimitsu,Chvatal,Senior Engineer,41650,11/19/1994
215471,Nechama,Dehkordi,Engineer,40000,2/25/1985
215471,Nechama,Dehkordi,Senior Engineer,40000,2/25/1985
215480,Guther,Perly,Engineer,67527,4/20/1987
215917,Mohua,Valette,Engineer,45839,7/20/1987
215917,Mohua,Valette,Senior Engineer,45839,7/20/1987
215924,Bojan,Rotem,Senior Staff,49791,10/17/1987
215924,Bojan,Rotem,Staff,49791,10/17/1987
215480,Guther,Perly,Senior Engineer,67527,4/20/1987
215482,Samphel,Peac,Senior Staff,83478,2/6/1987
215941,Atilio,Herber,Technique Leader,72226,7/3/1985
215482,Samphel,Peac,Staff,83478,2/6/1987
215483,Tayeb,Schieder,Staff,64051,5/19/1999
215946,Josyula,Barbanera,Engineer,55323,4/28/1988
215946,Josyula,Barbanera,Senior Engineer,55323,4/28/1988
215974,Shay,Karlin,Senior Staff,52265,6/2/1989
215963,Luigi,Chinen,Staff,68180,10/3/1996
215966,Kayoko,Angot,Assistant Engineer,40000,9/26/1987
215966,Kayoko,Angot,Engineer,40000,9/26/1987
215966,Kayoko,Angot,Senior Engineer,40000,9/26/1987
215974,Shay,Karlin,Staff,52265,6/2/1989
215980,Dipayan,Irland,Engineer,70864,6/13/1997
215980,Dipayan,Irland,Senior Engineer,70864,6/13/1997
215989,Kersti,Hofting,Engineer,40000,11/11/1985
215989,Kersti,Hofting,Senior Engineer,40000,11/11/1985
216016,Zhonghui,Schwaller,Engineer,43247,2/6/1987
216071,Guadalupe,Edelhoff,Senior Engineer,45421,6/3/1987
216075,Nimmagadda,Kranzdorf,Senior Staff,69047,9/26/1989
216075,Nimmagadda,Kranzdorf,Staff,69047,9/26/1989
216102,Baziley,Vingron,Senior Staff,58493,2/5/1993
216102,Baziley,Vingron,Staff,58493,2/5/1993
216016,Zhonghui,Schwaller,Senior Engineer,43247,2/6/1987
216020,Taiji,Gurbaxani,Engineer,51803,8/14/1985
216116,Yuuichi,Petersohn,Senior Staff,40000,9/6/1985
216020,Taiji,Gurbaxani,Senior Engineer,51803,8/14/1985
216028,Guadalupe,Hofmeyr,Engineer,58490,2/26/1988
216127,Steve,Farrag,Technique Leader,40000,1/10/1991
216128,Syozo,Schneeberger,Senior Engineer,40000,8/7/1986
216131,Paloma,Schaft,Senior Staff,40000,8/7/1989
216131,Paloma,Schaft,Staff,40000,8/7/1989
216132,Hironoby,Rodiger,Senior Staff,49712,5/12/1987
216132,Hironoby,Rodiger,Staff,49712,5/12/1987
216028,Guadalupe,Hofmeyr,Senior Engineer,58490,2/26/1988
216138,Giordano,Shanbhogue,Engineer,40000,4/13/1993
216138,Giordano,Shanbhogue,Senior Engineer,40000,4/13/1993
216153,Masato,Boguraev,Engineer,40000,8/24/1988
216153,Masato,Boguraev,Senior Engineer,40000,8/24/1988
216160,Nathan,Kusakari,Assistant Engineer,71625,7/26/1990
216160,Nathan,Kusakari,Engineer,71625,7/26/1990
216177,Nagui,Mattern,Engineer,40000,4/13/1988
216177,Nagui,Mattern,Senior Engineer,40000,4/13/1988
216180,Kristin,Ranka,Technique Leader,40118,7/4/1986
216181,Susuma,Biran,Senior Staff,60016,12/26/1985
216181,Susuma,Biran,Staff,60016,12/26/1985
216186,Kazuhito,Schaar,Technique Leader,46696,8/7/1987
216191,Yuuichi,Bernick,Technique Leader,40000,8/30/1996
216193,Arne,Rosen,Staff,46439,2/20/1999
216230,Adib,Kabayashi,Technique Leader,54257,3/19/1997
216233,Sushant,Crooks,Engineer,41967,4/10/2001
216233,Sushant,Crooks,Senior Engineer,41967,4/10/2001
216238,Weijing,Leppanen,Assistant Engineer,80482,4/14/1987
216238,Weijing,Leppanen,Engineer,80482,4/14/1987
216238,Weijing,Leppanen,Senior Engineer,80482,4/14/1987
216032,Alain,Senzako,Engineer,40225,4/12/1986
216244,Hilari,Wursthorn,Senior Staff,60307,9/30/1991
216244,Hilari,Wursthorn,Staff,60307,9/30/1991
216032,Alain,Senzako,Senior Engineer,40225,4/12/1986
216250,Jaana,Zweizig,Senior Staff,75580,6/5/1993
216250,Jaana,Zweizig,Staff,75580,6/5/1993
216034,Marit,Pollacia,Senior Engineer,60678,6/27/1996
216038,Nahla,Alameldin,Senior Engineer,40000,7/18/1995
216047,Gil,Cooke,Senior Engineer,40000,10/5/1989
216389,Garnik,Naudin,Engineer,49848,10/5/2000
216270,Jeong,Kohling,Technique Leader,40000,8/6/1996
216275,Shirish,Einsfeld,Engineer,46107,12/3/1987
216275,Shirish,Einsfeld,Senior Engineer,46107,12/3/1987
216284,Maris,Vigier,Senior Engineer,48462,11/23/1988
216291,Patricia,Kuszyk,Engineer,40000,4/25/1987
216291,Patricia,Kuszyk,Senior Engineer,40000,4/25/1987
216294,Keiichiro,Kalefeld,Senior Staff,94349,2/23/1986
216294,Keiichiro,Kalefeld,Staff,94349,2/23/1986
216295,Kerhong,Siegrist,Staff,71807,10/13/1995
216301,Yannis,Kilgour,Senior Staff,77387,4/4/1993
216301,Yannis,Kilgour,Staff,77387,4/4/1993
216318,Guozhong,Maierhofer,Engineer,49678,9/25/1998
216321,Masami,Lores,Senior Staff,71487,9/5/1987
216326,Pantung,Zizka,Senior Staff,52232,1/14/1986
216326,Pantung,Zizka,Staff,52232,1/14/1986
216327,Morris,Heuter,Senior Engineer,67732,5/9/1996
216390,Sergi,Keustermans,Technique Leader,40000,3/23/1999
216348,Gro,Ernst,Engineer,40000,4/14/1986
216348,Gro,Ernst,Senior Engineer,40000,4/14/1986
216392,Ziyad,Baer,Senior Staff,69678,11/30/1988
216354,Nishit,Argence,Engineer,40000,4/6/1990
216354,Nishit,Argence,Senior Engineer,40000,4/6/1990
216393,Masami,Hockney,Senior Staff,100963,4/11/1988
216393,Masami,Hockney,Staff,100963,4/11/1988
216395,Sakthirel,Ohori,Senior Staff,46157,3/18/1990
216397,Feixiong,Brodal,Senior Staff,78066,10/11/1985
216397,Feixiong,Brodal,Staff,78066,10/11/1985
216415,Gererd,Vadhan,Engineer,56965,6/22/1994
216422,Manibrata,Crooks,Senior Engineer,44140,12/16/1990
216423,Boaz,Lorcy,Engineer,40000,5/2/1985
216423,Boaz,Lorcy,Senior Engineer,40000,5/2/1985
216443,Troy,Pero,Senior Engineer,40000,5/1/2000
216460,Tetsushi,Gerteisen,Senior Engineer,63038,11/27/1992
216468,Gila,Cronan,Engineer,63596,6/29/1999
216474,Kristian,Swist,Engineer,57708,1/20/1987
216474,Kristian,Swist,Senior Engineer,57708,1/20/1987
216449,Radhika,Billingsley,Engineer,47402,7/5/1986
216449,Radhika,Billingsley,Senior Engineer,47402,7/5/1986
216554,Ewing,Litzler,Senior Engineer,50727,1/20/1987
216496,Holgard,Shihab,Engineer,40000,8/10/1993
216496,Holgard,Shihab,Senior Engineer,40000,8/10/1993
216500,Angus,Eldridge,Senior Engineer,40000,2/1/1991
216530,Jiann,Marrakchi,Senior Staff,40000,4/25/1989
216530,Jiann,Marrakchi,Staff,40000,4/25/1989
216532,Dung,Merli,Engineer,40000,7/23/1985
