emp_no,first_name,last_name,title,from_date,to_date
91229,Yahiko,Hebden,Senior Engineer,10/3/1996,1/1/9999
91256,Gunilla,Milicic,Staff,1/9/1998,1/1/9999
91229,Yahiko,Hebden,Engineer,10/3/1996,1/1/9999
91415,Jamaludin,Nilsson,Staff,1/15/1987,1/1/9999
91308,Remmert,Plumb,Senior Engineer,6/14/1986,12/8/1995
91308,Remmert,Plumb,Engineer,6/14/1986,12/8/1995
91333,Lobel,Stafford,Staff,11/29/1998,1/1/9999
91415,Jamaludin,Nilsson,Senior Staff,1/15/1987,1/1/9999
91462,Siamak,Janocha,Engineer,8/26/1997,3/21/1998
91973,Jianwen,Jakobus,Senior Engineer,8/24/1998,2/12/2001
91648,Dmitry,Msuda,Staff,10/22/1988,1/1/9999
91648,Dmitry,Msuda,Senior Staff,10/22/1988,1/1/9999
92577,Zhanqiu,Farrow,Assistant Engineer,1/10/1999,1/1/9999
91934,Nikolaus,Swen,Engineer,1/28/2000,7/3/2002
92598,Ranga,Merro,Assistant Engineer,5/11/1996,1/1/9999
92438,Aria,Kilgore,Senior Engineer,2/27/1989,4/11/1992
92438,Aria,Kilgore,Engineer,2/27/1989,4/11/1992
92438,Aria,Kilgore,Senior Engineer,4/11/1992,1/1/9999
92438,Aria,Kilgore,Engineer,4/11/1992,1/1/9999
92443,Girolamo,Bellmore,Senior Staff,12/4/1996,4/27/2000
92685,Mang,Atchley,Senior Staff,6/7/1995,1/1/9999
92454,Visit,McFarlan,Senior Engineer,10/22/1987,1/1/9999
92454,Visit,McFarlan,Engineer,10/22/1987,1/1/9999
93040,Jaques,Kabayashi,Senior Engineer,3/13/1992,1/1/9999
92841,Claude,Candan,Senior Staff,8/4/1993,1/1/9999
92846,Anyuan,Kropatsch,Staff,9/5/1986,1/1/9999
92846,Anyuan,Kropatsch,Senior Staff,9/5/1986,1/1/9999
92920,Huei,Hutter,Senior Engineer,1/28/1993,1/1/9999
92920,Huei,Hutter,Engineer,1/28/1993,1/1/9999
93278,Magdalena,Penn,Senior Engineer,1/4/1997,1/1/9999
93220,Richara,Walston,Senior Engineer,8/27/1996,1/1/9999
93278,Magdalena,Penn,Engineer,1/4/1997,1/1/9999
93549,Arie,Coullard,Staff,4/15/1991,3/28/2000
93549,Arie,Coullard,Senior Staff,4/15/1991,3/28/2000
93549,Arie,Coullard,Staff,3/28/2000,1/1/9999
93549,Arie,Coullard,Senior Staff,3/28/2000,1/1/9999
93600,Kristina,Neimat,Technique Leader,4/18/1988,1/1/9999
94045,Gift,Brender,Senior Engineer,10/31/1996,1/2/2000
93794,Rimli,Werthner,Senior Engineer,5/27/1994,12/30/2000
93794,Rimli,Werthner,Engineer,5/27/1994,12/30/2000
94131,Bernardo,Vasanthakumar,Staff,5/1/1997,7/20/1997
94944,Heping,Matheson,Senior Engineer,6/24/1988,1/1/9999
94331,Ramzi,Cronau,Technique Leader,9/3/1999,1/1/9999
94416,Aran,Cesareni,Senior Staff,2/10/1990,11/20/2001
94416,Aran,Cesareni,Senior Staff,11/20/2001,1/1/9999
94442,Bilhanan,Marrakchi,Staff,2/3/1998,10/12/2000
94690,Kazuyasu,Sridhar,Staff,12/22/1999,12/3/2001
94761,Hitofumi,Zaccaria,Senior Engineer,11/22/1988,1/1/9999
94761,Hitofumi,Zaccaria,Engineer,11/22/1988,1/1/9999
94787,Shigenori,Stanfel,Staff,4/25/1993,12/11/1999
94944,Heping,Matheson,Engineer,6/24/1988,1/1/9999
95286,Kristin,Guerreiro,Senior Engineer,8/23/1989,1/1/9999
95181,Yishai,Cappelli,Staff,1/30/1997,1/1/9999
95286,Kristin,Guerreiro,Engineer,8/23/1989,1/1/9999
95314,Rasiah,Koblick,Staff,8/21/1991,1/1/9999
95406,Alair,Lyonns,Engineer,7/12/1997,1/1/9999
95314,Rasiah,Koblick,Senior Staff,8/21/1991,1/1/9999
95416,Gianluca,Ramaiah,Engineer,11/29/1993,1/1/9999
95920,Nobuyoshi,Hegner,Staff,9/7/1994,1/1/9999
95509,Kristinn,Loncour,Engineer,2/8/1995,1/1/9999
95692,Abdulah,Hofstetter,Engineer,11/24/1999,5/24/2000
95692,Abdulah,Hofstetter,Engineer,5/24/2000,7/24/2000
95920,Nobuyoshi,Hegner,Senior Staff,9/7/1994,1/1/9999
96100,Pranay,Rebaine,Senior Engineer,2/1/1998,12/31/2000
96767,Arumugam,Vecchio,Senior Engineer,8/14/1985,1/1/9999
96571,Kokou,Garrabrants,Senior Engineer,11/5/1997,1/1/9999
96579,Mohan,Tasistro,Engineer,2/10/1996,1/1/9999
96767,Arumugam,Vecchio,Engineer,8/14/1985,1/1/9999
97018,Jeanna,Chinen,Senior Engineer,1/1/1989,1/1/9999
97018,Jeanna,Chinen,Engineer,1/1/1989,1/1/9999
97623,Haldon,Janetzko,Staff,9/11/1990,1/1/9999
97092,Anwar,Riexinger,Senior Engineer,12/31/1991,1/9/2000
97092,Anwar,Riexinger,Engineer,12/31/1991,1/9/2000
97623,Haldon,Janetzko,Senior Staff,9/11/1990,1/1/9999
98288,Sumali,Huttel,Staff,9/12/1989,1/1/9999
97661,Avishai,Hegner,Staff,5/8/1993,1/1/9999
97661,Avishai,Hegner,Senior Staff,5/8/1993,1/1/9999
97697,Moie,Karunanithi,Senior Engineer,2/7/1990,11/2/1994
97697,Moie,Karunanithi,Engineer,2/7/1990,11/2/1994
97697,Moie,Karunanithi,Senior Engineer,11/2/1994,12/15/2000
97697,Moie,Karunanithi,Engineer,11/2/1994,12/15/2000
98288,Sumali,Huttel,Senior Staff,9/12/1989,1/1/9999
98306,Ziya,Kadhim,Senior Engineer,6/24/1999,1/1/9999
98306,Ziya,Kadhim,Senior Engineer,11/2/1995,6/24/1999
99057,Shugo,Reeken,Staff,6/21/1999,1/1/9999
98514,Giao,Junot,Staff,7/1/1999,2/25/2002
98639,Florina,Assaf,Staff,5/18/1996,1/1/9999
99590,Dhritiman,Anily,Staff,12/16/1998,1/1/9999
99373,Xiaobin,Christianini,Staff,12/25/1985,1/1/9999
99373,Xiaobin,Christianini,Senior Staff,12/25/1985,1/1/9999
99377,Carrsten,Francisci,Senior Engineer,6/16/1991,1/1/9999
100865,Hisao,Peral,Senior Engineer,10/3/1990,1/1/9999
99654,Mahendra,Motley,Staff,9/28/1985,1/1/9999
99654,Mahendra,Motley,Senior Staff,9/28/1985,1/1/9999
100865,Hisao,Peral,Engineer,10/3/1990,1/1/9999
100877,Kazuhide,Harnett,Engineer,2/2/1995,2/13/1999
101063,Nectarios,Munos,Senior Engineer,8/31/1994,8/14/1995
100916,Heejo,Aamodt,Senior Engineer,4/22/1992,1/1/9999
100916,Heejo,Aamodt,Engineer,4/22/1992,1/1/9999
101647,Mori,Homond,Staff,5/10/1994,1/1/9999
101647,Mori,Homond,Senior Staff,5/10/1994,1/1/9999
101487,Abdelaziz,Sury,Staff,1/31/1991,1/1/9999
101487,Abdelaziz,Sury,Senior Staff,1/31/1991,1/1/9999
101902,Mantis,Millington,Staff,3/18/1991,1/1/9999
101902,Mantis,Millington,Senior Staff,3/18/1991,1/1/9999
103166,Waiman,Dalton,Senior Engineer,5/25/1990,2/9/2002
102620,Adin,Templeman,Engineer,12/10/1997,8/12/1999
102620,Adin,Templeman,Engineer,8/12/1999,1/1/9999
103196,Djenana,Albarhamtoshy,Staff,7/16/1988,1/1/9999
103196,Djenana,Albarhamtoshy,Senior Staff,7/16/1988,1/1/9999
103166,Waiman,Dalton,Engineer,5/25/1990,2/9/2002
103172,Doowon,Highland,Senior Engineer,3/8/1988,12/28/1989
103172,Doowon,Highland,Engineer,3/8/1988,12/28/1989
103172,Doowon,Highland,Senior Engineer,12/28/1989,11/23/1995
103172,Doowon,Highland,Engineer,12/28/1989,11/23/1995
103342,Beshir,Hellwagner,Engineer,2/3/1998,1/1/9999
103310,Visit,Swen,Staff,10/2/1995,1/1/9999
103310,Visit,Swen,Senior Staff,10/2/1995,1/1/9999
103316,Susanne,Peternell,Senior Engineer,7/27/1994,1/1/9999
103316,Susanne,Peternell,Engineer,7/27/1994,1/1/9999
104845,Werner,Lodder,Staff,6/17/1992,1/1/9999
103756,Heping,Halloran,Engineer,4/8/1992,1/1/9999
103756,Heping,Halloran,Assistant Engineer,4/8/1992,1/1/9999
104133,Pranjal,Zyda,Staff,7/3/1991,1/1/9999
104133,Pranjal,Zyda,Senior Staff,7/3/1991,1/1/9999
104845,Werner,Lodder,Senior Staff,6/17/1992,1/1/9999
105342,Kwun,Reeker,Technique Leader,7/29/1999,1/1/9999
104962,Zongyan,Auyong,Engineer,11/2/1987,12/22/1991
104988,Parviz,Litzler,Senior Engineer,8/8/1992,1/1/9999
104988,Parviz,Litzler,Engineer,8/8/1992,1/1/9999
105191,Jaber,Kleiser,Engineer,12/13/1986,9/22/1987
105356,Diederik,Matzov,Senior Engineer,5/12/1988,3/8/1995
105356,Diederik,Matzov,Engineer,5/12/1988,3/8/1995
105356,Diederik,Matzov,Senior Engineer,3/8/1995,1/1/9999
105356,Diederik,Matzov,Engineer,3/8/1995,1/1/9999
105432,Mohamadou,Stafford,Senior Engineer,9/12/1995,1/1/9999
105432,Mohamadou,Stafford,Engineer,9/12/1995,1/1/9999
105731,Sachem,Cromarty,Engineer,8/20/1990,1/1/9999
105520,Haldun,Lienhardt,Senior Staff,1/29/1987,1/1/9999
105589,Yechiam,Egerstedt,Engineer,12/31/1995,7/18/1999
105731,Sachem,Cromarty,Assistant Engineer,8/20/1990,1/1/9999
105936,Vidar,Thibadeau,Staff,3/2/1995,9/15/1999
106242,Nevio,Thisen,Staff,3/25/1988,1/1/9999
106096,Naftali,Schurmann,Senior Engineer,12/2/1992,1/1/9999
106096,Naftali,Schurmann,Engineer,12/2/1992,1/1/9999
106242,Nevio,Thisen,Senior Staff,3/25/1988,1/1/9999
106514,Otilia,Speek,Senior Engineer,7/30/1988,11/7/1992
107486,Siamak,Luiz,Senior Engineer,2/11/1987,1/1/9999
106695,Lijie,Garrabrants,Staff,10/26/1988,1/1/9999
106695,Lijie,Garrabrants,Senior Staff,10/26/1988,1/1/9999
106695,Lijie,Garrabrants,Staff,10/2/1985,10/26/1988
106695,Lijie,Garrabrants,Senior Staff,10/2/1985,10/26/1988
106710,Babette,Anandan,Staff,11/22/1986,1/1/9999
106710,Babette,Anandan,Senior Staff,11/22/1986,1/1/9999
106958,Horward,Begiun,Senior Engineer,11/6/1985,5/22/2002
106958,Horward,Begiun,Engineer,11/6/1985,5/22/2002
107737,Fabrizio,Chleq,Senior Engineer,7/31/1999,1/1/9999
107792,Shahab,Crooks,Staff,3/18/1992,1/1/9999
107792,Shahab,Crooks,Senior Staff,3/18/1992,1/1/9999
107828,Ramya,Walston,Staff,2/3/1989,1/1/9999
107828,Ramya,Walston,Senior Staff,2/3/1989,1/1/9999
108091,Hisao,Ghemri,Staff,11/14/1985,1/1/9999
108198,Randi,Samarati,Staff,10/20/1992,1/1/9999
108198,Randi,Samarati,Senior Staff,10/20/1992,1/1/9999
108091,Hisao,Ghemri,Senior Staff,11/14/1985,1/1/9999
108316,Shai,Stellhorn,Senior Engineer,5/21/1992,1/1/9999
108988,Oksana,Baek,Staff,7/20/1989,1/1/9999
108988,Oksana,Baek,Senior Staff,7/20/1989,1/1/9999
109211,Gor,Delgrande,Senior Engineer,11/7/1995,6/18/2002
109062,Jamaludin,Kandlur,Senior Engineer,6/19/1992,1/1/9999
109211,Gor,Delgrande,Engineer,11/7/1995,6/18/2002
109211,Gor,Delgrande,Senior Engineer,6/18/2002,1/1/9999
109211,Gor,Delgrande,Engineer,6/18/2002,1/1/9999
109252,Moty,Winter,Technique Leader,4/28/1991,1/1/9999
109278,Bangqing,Schach,Staff,3/22/1988,1/1/9999
109278,Bangqing,Schach,Senior Staff,3/22/1988,1/1/9999
109547,Chenye,Zizka,Staff,2/22/1986,4/21/2002
109547,Chenye,Zizka,Senior Staff,2/22/1986,4/21/2002
109552,Menkae,Etalle,Engineer,5/21/1997,1/1/9999
109552,Menkae,Etalle,Assistant Engineer,5/21/1997,1/1/9999
109553,Xiaobin,DuBourdieux,Staff,9/16/1985,5/11/1988
109741,Hatem,Fadgyas,Senior Engineer,11/13/1991,1/1/9999
109598,Stamatina,Auyong,Senior Staff,7/5/1988,1/1/9999
109611,Jamaludin,Lalonde,Staff,7/9/1994,8/24/1998
109620,Mani,Cannata,Staff,6/21/1989,1/1/9999
109620,Mani,Cannata,Senior Staff,6/21/1989,1/1/9999
200052,Slavian,Cincotta,Senior Engineer,5/30/1992,7/7/1997
109652,Huan,Perko,Staff,7/31/1988,3/12/1999
109652,Huan,Perko,Senior Staff,7/31/1988,3/12/1999
109703,Arco,Walston,Engineer,8/16/1999,1/1/9999
200312,Akemi,Fujisaki,Senior Engineer,6/25/1998,11/13/2001
109953,Godehard,Chorvat,Staff,4/10/1988,1/1/9999
109953,Godehard,Chorvat,Senior Staff,4/10/1988,1/1/9999
200312,Akemi,Fujisaki,Senior Engineer,11/13/2001,1/1/9999
200363,Kirk,Quaggetto,Senior Engineer,6/30/1987,1/1/9999
200176,Shahab,Luit,Staff,11/20/1985,2/5/1997
200176,Shahab,Luit,Senior Staff,11/20/1985,2/5/1997
200363,Kirk,Quaggetto,Engineer,6/30/1987,1/1/9999
200735,Dinah,Denos,Staff,9/21/1992,1/1/9999
200267,Chuanti,Luff,Staff,9/21/1994,1/1/9999
200267,Chuanti,Luff,Senior Staff,9/21/1994,1/1/9999
200735,Dinah,Denos,Senior Staff,9/21/1992,1/1/9999
200789,Susumu,Camurati,Staff,12/15/1991,1/1/9999
200789,Susumu,Camurati,Senior Staff,12/15/1991,1/1/9999
201915,Sudharsan,DeMori,Senior Engineer,3/30/1992,1/1/9999
201180,Odinaldo,Bridgland,Assistant Engineer,6/9/1989,6/16/1995
201229,Alejandra,Khasidashvili,Staff,7/30/1994,1/1/9999
201708,Anneli,Perl,Staff,9/8/1992,1/1/9999
201708,Anneli,Perl,Senior Staff,9/8/1992,1/1/9999
201709,Fan,Kakkad,Staff,2/25/1988,1/1/9999
201709,Fan,Kakkad,Senior Staff,2/25/1988,1/1/9999
201739,Genta,Terekhov,Assistant Engineer,7/21/1998,1/1/9999
201801,Waiman,Genin,Senior Engineer,10/30/1988,1/1/9999
201801,Waiman,Genin,Engineer,10/30/1988,1/1/9999
201915,Sudharsan,DeMori,Engineer,3/30/1992,1/1/9999
202403,Gully,Perko,Engineer,7/7/1999,1/1/9999
202031,Annemarie,Peternell,Engineer,3/13/1994,6/5/1997
202291,Ortrun,Schmiedel,Engineer,7/18/1997,1/1/9999
202414,Zvonko,Murthy,Senior Staff,1/7/1992,1/1/9999
203599,Ewing,DiGiano,Technique Leader,2/1/2000,1/1/9999
202552,Morris,Saoudi,Senior Engineer,11/22/1991,1/1/9999
202552,Morris,Saoudi,Engineer,11/22/1991,1/1/9999
202581,Dharmaraja,Merlo,Staff,6/5/1987,12/16/1990
202826,Kerhong,Matzke,Senior Engineer,11/14/1986,1/1/9999
202826,Kerhong,Matzke,Engineer,11/14/1986,1/1/9999
202882,Isaac,Koshino,Senior Engineer,9/28/1995,1/1/9999
202950,Giordano,Pietrzykowski,Senior Staff,3/26/1987,1/1/9999
203474,Hugh,Jonsson,Staff,7/6/1991,1/1/9999
203474,Hugh,Jonsson,Senior Staff,7/6/1991,1/1/9999
203495,Zongyan,Gips,Technique Leader,5/31/1997,1/1/9999
203697,Claude,Kemmerer,Engineer,1/16/1994,5/7/2001
203720,Sasan,Thimonier,Senior Staff,8/21/1996,1/1/9999
204425,Gretta,Huttel,Senior Engineer,10/8/1990,1/1/9999
203946,Yefim,Marwedel,Staff,3/30/1993,1/1/9999
203946,Yefim,Marwedel,Senior Staff,3/30/1993,1/1/9999
204117,Jessie,Nooteboom,Staff,8/13/1999,12/13/2000
204117,Jessie,Nooteboom,Staff,12/13/2000,1/1/9999
204133,Susuma,Bergere,Senior Staff,2/25/1996,1/1/9999
204246,Arve,Worfolk,Staff,4/1/1985,1/1/9999
204246,Arve,Worfolk,Senior Staff,4/1/1985,1/1/9999
204470,Hein,Lichtner,Staff,4/3/1995,5/2/1998
204470,Hein,Lichtner,Senior Staff,4/3/1995,5/2/1998
204470,Hein,Lichtner,Staff,5/2/1998,1/1/9999
204470,Hein,Lichtner,Senior Staff,5/2/1998,1/1/9999
204471,Franziska,Maginnis,Senior Engineer,2/17/1986,1/1/9999
204471,Franziska,Maginnis,Engineer,2/17/1986,1/1/9999
205174,Leszek,Spinelli,Staff,12/10/1998,1/1/9999
204764,Susanne,Mandelberg,Senior Engineer,11/2/1990,1/1/9999
204764,Susanne,Mandelberg,Engineer,11/2/1990,1/1/9999
205018,Yahiko,Awdeh,Engineer,8/5/1998,1/1/9999
205500,Mary,Setiz,Senior Engineer,1/13/1989,1/1/9999
205085,Moni,Kornyak,Technique Leader,9/26/1991,1/1/9999
205627,Stabislas,Broder,Senior Engineer,7/16/1996,1/1/9999
205362,Masasuke,Makinen,Staff,7/2/1992,6/1/1997
205699,Youjian,Yetto,Staff,12/7/1994,1/1/9999
205699,Youjian,Yetto,Senior Staff,12/7/1994,1/1/9999
205627,Stabislas,Broder,Engineer,7/16/1996,1/1/9999
205660,Kien,Barreiro,Staff,10/24/2000,1/1/9999
205789,Limsoon,Skafidas,Senior Staff,8/10/1999,1/1/9999
205660,Kien,Barreiro,Staff,8/25/1997,10/24/2000
206748,Yucai,Fabrizio,Staff,10/6/1999,1/1/9999
205863,Aiichiro,Kusalik,Senior Engineer,10/4/1990,1/1/9999
205863,Aiichiro,Kusalik,Engineer,10/4/1990,1/1/9999
206372,Temple,Joslin,Engineer,1/5/1993,11/14/1995
206372,Temple,Joslin,Engineer,11/14/1995,4/24/1996
206966,Tzu,Sichman,Senior Engineer,11/17/1987,1/1/9999
206836,Guadalupe,Pfau,Staff,3/22/1993,1/1/9999
206836,Guadalupe,Pfau,Senior Staff,3/22/1993,1/1/9999
206865,Vasilii,Cochrane,Senior Engineer,9/13/1991,4/23/2001
206865,Vasilii,Cochrane,Engineer,9/13/1991,4/23/2001
206966,Tzu,Sichman,Engineer,11/17/1987,1/1/9999
207021,Jacqueline,Akaboshi,Engineer,12/6/1997,1/1/9999
207068,Zhiguo,Ariola,Senior Staff,9/7/1994,1/1/9999
207551,Baziley,Falck,Assistant Engineer,2/18/1995,1/1/9999
207204,Kellie,Schrooten,Engineer,1/17/1991,1/1/9999
207204,Kellie,Schrooten,Assistant Engineer,1/17/1991,1/1/9999
207401,Shuji,Barbanera,Staff,8/10/1987,1/1/9999
207401,Shuji,Barbanera,Senior Staff,8/10/1987,1/1/9999
208147,Manu,Rothenberg,Senior Engineer,12/6/1988,1/1/9999
207779,Chinya,Kamble,Senior Staff,5/31/1992,1/1/9999
207980,Remko,Vieth,Staff,11/22/1990,1/1/9999
207980,Remko,Vieth,Senior Staff,11/22/1990,1/1/9999
208147,Manu,Rothenberg,Engineer,12/6/1988,1/1/9999
208653,Phillip,Schade,Senior Engineer,3/3/1989,1/1/9999
208330,Shen,Flanders,Staff,7/3/1989,1/1/9999
208330,Shen,Flanders,Senior Staff,7/3/1989,1/1/9999
208653,Phillip,Schade,Engineer,3/3/1989,1/1/9999
208784,Pranjal,Juneja,Senior Engineer,3/21/1985,1/1/9999
208639,Larisa,Lukaszewicz,Staff,10/10/1989,10/30/1996
208639,Larisa,Lukaszewicz,Senior Staff,10/10/1989,10/30/1996
208639,Larisa,Lukaszewicz,Staff,10/30/1996,1/1/9999
208639,Larisa,Lukaszewicz,Senior Staff,10/30/1996,1/1/9999
209443,Krassimir,Garnier,Senior Staff,1/26/1998,1/1/9999
209101,Xinyu,Edelhoff,Senior Engineer,10/26/1997,1/1/9999
209456,Adhemar,Leonhardt,Engineer,11/1/1998,7/27/1999
209456,Adhemar,Leonhardt,Engineer,7/27/1999,12/30/1999
209565,Dante,Covnot,Staff,5/28/1989,1/1/9999
209565,Dante,Covnot,Senior Staff,5/28/1989,1/1/9999
209681,Tianruo,Bratten,Senior Staff,10/10/1997,4/3/1998
209681,Tianruo,Bratten,Senior Staff,7/28/1996,10/10/1997
209712,Nimmagadda,Baak,Engineer,10/30/1987,1/1/9999
209712,Nimmagadda,Baak,Assistant Engineer,10/30/1987,1/1/9999
209945,Roded,Veevers,Engineer,10/23/1990,1/8/1996
210017,Shalesh,Lovengreen,Staff,9/29/1990,1/1/9999
210017,Shalesh,Lovengreen,Senior Staff,9/29/1990,1/1/9999
210292,Lihong,Zeilberger,Staff,4/28/1996,1/1/9999
210529,Adam,Besancenot,Senior Staff,9/27/1990,2/4/1995
210449,Gino,Lagarias,Engineer,6/22/1997,1/1/9999
210610,Arco,Crouzet,Engineer,9/3/1994,9/30/2000
210610,Arco,Crouzet,Assistant Engineer,9/3/1994,9/30/2000
210786,Werner,Ranze,Staff,6/5/1998,1/1/9999
210752,Saniya,Stenning,Staff,12/10/1986,1/1/9999
210752,Saniya,Stenning,Senior Staff,12/10/1986,1/1/9999
211967,Anwar,Bain,Senior Engineer,1/22/1989,1/1/9999
211569,Zhonghua,Snyers,Staff,4/23/1989,7/18/1999
211569,Zhonghua,Snyers,Senior Staff,4/23/1989,7/18/1999
211569,Zhonghua,Snyers,Staff,10/8/1988,4/23/1989
211569,Zhonghua,Snyers,Senior Staff,10/8/1988,4/23/1989
211967,Anwar,Bain,Engineer,1/22/1989,1/1/9999
212074,Tomokazu,Byoun,Engineer,7/30/1996,4/8/2002
211858,Domenico,Ratnaker,Senior Engineer,3/24/1985,1/1/9999
211858,Domenico,Ratnaker,Engineer,3/24/1985,1/1/9999
211879,Gao,Ranze,Senior Engineer,11/24/1994,1/1/9999
211879,Gao,Ranze,Engineer,11/24/1994,1/1/9999
212093,Leni,Henders,Staff,11/19/1993,1/1/9999
212093,Leni,Henders,Senior Staff,11/19/1993,1/1/9999
212131,Debatosh,Rajala,Staff,1/19/1994,4/22/1994
212154,Sailaja,Holburn,Staff,3/4/1991,1/1/9999
212154,Sailaja,Holburn,Senior Staff,3/4/1991,1/1/9999
212810,Qingxiang,Swan,Staff,10/4/1990,3/13/2002
212361,Claudi,Stanfel,Senior Engineer,1/7/1996,1/1/9999
212361,Claudi,Stanfel,Engineer,1/7/1996,1/1/9999
212810,Qingxiang,Swan,Senior Staff,10/4/1990,3/13/2002
213140,Tru,Danecki,Staff,3/31/1997,1/1/9999
212703,Kien,Bennis,Engineer,1/6/1993,3/14/1998
214184,Sivanarayana,Ranka,Engineer,10/25/1999,5/3/2001
213016,Yongmao,Fontan,Senior Engineer,7/26/1993,1/1/9999
213016,Yongmao,Fontan,Engineer,7/26/1993,1/1/9999
213384,Pranas,Narwekar,Senior Engineer,9/26/1985,1/1/9999
213384,Pranas,Narwekar,Engineer,9/26/1985,1/1/9999
213447,Armond,Perly,Senior Engineer,9/14/1989,1/1/9999
213447,Armond,Perly,Engineer,9/14/1989,1/1/9999
214215,Xiaoqiang,Cardazo,Senior Staff,5/28/1993,1/1/9999
214539,Ingmar,Kohling,Engineer,4/25/1995,1/1/9999
214391,Rayond,Klassen,Staff,9/11/1993,1/1/9999
214391,Rayond,Klassen,Senior Staff,9/11/1993,1/1/9999
214427,Peer,Molberg,Engineer,11/17/1996,1/1/9999
214789,Arfst,Chepyzhov,Senior Engineer,2/6/1989,1/1/9999
214634,Shirish,Vickson,Senior Engineer,10/24/1989,1/1/9999
214634,Shirish,Vickson,Engineer,10/24/1989,1/1/9999
214789,Arfst,Chepyzhov,Engineer,2/6/1989,1/1/9999
214807,Prasadram,Qiwen,Engineer,9/4/1992,11/25/1997
214807,Prasadram,Qiwen,Assistant Engineer,9/4/1992,11/25/1997
214866,Gopalakrishnan,Angel,Senior Engineer,7/5/1997,1/1/9999
214866,Gopalakrishnan,Angel,Engineer,7/5/1997,1/1/9999
215419,Flemming,Kroha,Staff,1/23/1995,1/1/9999
214995,Dinkar,Hoppenstand,Engineer,5/4/1994,1/1/9999
215629,Munehiro,Manders,Staff,5/18/1987,1/1/9999
215629,Munehiro,Manders,Senior Staff,5/18/1987,1/1/9999
215746,Sven,Speer,Staff,7/8/1999,1/1/9999
216054,Sahrah,Angiulli,Staff,7/31/1986,1/1/9999
215843,Pramod,Loncour,Staff,3/31/1987,1/1/9999
215843,Pramod,Loncour,Senior Staff,3/31/1987,1/1/9999
216054,Sahrah,Angiulli,Senior Staff,7/31/1986,1/1/9999
216062,Shuichi,Anick,Senior Engineer,11/24/1985,10/26/1999
216062,Shuichi,Anick,Engineer,11/24/1985,10/26/1999
216342,Aiichiro,Cromarty,Senior Engineer,6/10/1995,1/1/9999
216246,Francoise,Rullman,Staff,12/30/1997,1/12/2000
216342,Aiichiro,Cromarty,Engineer,6/10/1995,1/1/9999
216375,Byong,Gustavson,Senior Engineer,3/12/1985,1/1/9999
216502,Xiaocheng,Suermann,Engineer,12/15/1997,1/1/9999
217080,Masami,Puoti,Senior Engineer,1/21/2000,1/1/9999
216573,Ashish,Vidya,Senior Engineer,6/16/1989,1/1/9999
216573,Ashish,Vidya,Engineer,6/16/1989,1/1/9999
216921,Lena,Lenart,Staff,12/25/1990,1/1/9999
216921,Lena,Lenart,Senior Staff,12/25/1990,1/1/9999
217272,Yuchang,Eldridge,Staff,8/1/1986,1/1/9999
217026,Otmar,Engberts,Staff,8/16/1993,1/1/9999
217026,Otmar,Engberts,Senior Staff,8/16/1993,1/1/9999
217320,Abdelwaheb,Denis,Engineer,9/10/1993,1/1/9999
217363,Horward,Marzano,Staff,4/11/1996,1/1/9999
217272,Yuchang,Eldridge,Senior Staff,8/1/1986,1/1/9999
217286,Yannik,Spelt,Technique Leader,9/22/1992,1/1/9999
217387,Jianhao,Molenaar,Senior Engineer,10/22/1987,1/1/9999
217387,Jianhao,Molenaar,Engineer,10/22/1987,1/1/9999
217551,Panayotis,Lukaszewicz,Senior Engineer,6/6/1989,1/1/9999
217551,Panayotis,Lukaszewicz,Engineer,6/6/1989,1/1/9999
217800,Shay,Servieres,Senior Staff,8/6/1998,1/1/9999
218100,Jiong,Garnham,Staff,1/2/1990,1/1/9999
218022,Mokhtar,Poupard,Technique Leader,2/2/1992,1/1/9999
218100,Jiong,Garnham,Senior Staff,1/2/1990,1/1/9999
219035,Kristine,Bierman,Technique Leader,5/13/1988,1/1/9999
218299,Almudena,Genin,Staff,9/26/1986,11/6/2001
218299,Almudena,Genin,Senior Staff,9/26/1986,11/6/2001
218829,Eckart,Foong,Staff,11/26/1989,1/28/1996
218831,Unal,DuBourdieux,Engineer,3/13/1996,1/1/9999
219047,Aemilian,Kusalik,Senior Engineer,5/27/1987,1/1/9999
219047,Aemilian,Kusalik,Engineer,5/27/1987,1/1/9999
219052,Marsal,Acton,Staff,8/2/1995,1/1/9999
219497,Moie,Zastre,Technique Leader,10/11/1991,1/1/9999
219967,Susanna,Reeken,Senior Staff,3/16/1998,1/1/9999
219417,Subhrajyoti,Denna,Staff,7/25/1996,1/1/9999
220029,Demos,Asser,Senior Engineer,11/4/1985,1/1/9999
220528,Sibyl,Rabehasaina,Senior Staff,2/23/1998,1/1/9999
220131,Reinhard,Slaats,Senior Engineer,6/8/1994,1/1/9999
220131,Reinhard,Slaats,Engineer,6/8/1994,1/1/9999
220418,Poorav,Laventhal,Staff,8/16/1997,1/1/9999
220611,Yuping,Babb,Staff,1/31/1995,1/1/9999
220611,Yuping,Babb,Senior Staff,1/31/1995,1/1/9999
220582,Poornachandra,Zielinski,Staff,2/13/1996,1/1/9999
220625,Shigenori,Deville,Technique Leader,12/24/1992,1/1/9999
220582,Poornachandra,Zielinski,Senior Staff,2/13/1996,1/1/9999
220799,Perla,Orlowska,Senior Engineer,12/3/1990,10/13/1998
220699,Nahid,Gyimothy,Staff,8/18/1995,1/1/9999
