emp_no,first_name,last_name,title,salary,from_date
270564,Abdelaziz,Pearson,Senior Staff,40000,1988-02-06
270585,Anneke,Glinert,Senior Engineer,50395,1991-06-24
270625,Rajmohan,Azevdeo,Senior Engineer,48582,1995-06-22
270630,Masaru,Lortz,Senior Staff,40000,1995-06-13
270634,Akeel,Vakili,Senior Engineer,57610,1998-10-30
270649,Slavian,Baik,Engineer,40268,1996-02-17
270651,Amstein,Passino,Senior Engineer,40000,1993-05-01
270662,Hausi,Copas,Engineer,46183,1995-05-11
270695,Marit,Dahlbom,Staff,56057,1996-04-18
270698,Hongzhu,Lieblein,Senior Engineer,40000,1996-09-27
270702,Hailing,Birrer,Senior Staff,40000,1985-11-07
270704,Rosella,Leivant,Senior Engineer,49173,1992-10-16
270718,Berhard,Birta,Senior Engineer,41335,1992-11-21
270721,Margo,Luby,Staff,67371,1997-05-02
270732,Ghassan,Itzigehl,Staff,40000,1993-10-07
270735,Yucai,Beausoleil,Senior Staff,59308,1996-07-23
270737,Xinyu,Marsiglia,Senior Engineer,52274,1990-08-27
270765,Stafford,Flanders,Senior Staff,54482,1997-07-24
270768,Tuval,Smeets,Senior Engineer,49268,1986-02-28
270773,Matt,Himler,Engineer,44359,1996-03-23
270783,Aamod,Vilarrasa,Staff,62493,1998-02-24
270784,Piyush,Docker,Senior Staff,53925,1995-01-07
270785,Yurii,Zaiane,Staff,81012,1998-03-10
270795,Domenico,Diderrich,Senior Staff,101061,2001-04-26
270810,Gonzalo,Braccini,Senior Staff,56560,1995-11-08
270820,Nahid,Pettis,Senior Engineer,40000,1990-11-09
270822,Kwun,Rodier,Senior Staff,40515,2001-08-21
270838,Yurij,Jiang,Senior Staff,78228,1999-04-24
270842,Masasuke,Birke,Senior Staff,69348,1998-12-03
270874,Vitaly,Terlouw,Senior Engineer,40000,1998-08-18
270877,Sariel,Iwayama,Senior Staff,60867,1993-04-24
270885,Yuuichi,Veldwijk,Staff,40000,1997-06-15
270888,Dannz,Rodham,Staff,70849,1997-02-20
270890,Basant,Ohori,Senior Engineer,40000,1994-01-12
270898,Arno,Tanemo,Staff,77427,1998-12-30
270915,Constantino,Taubenfeld,Senior Engineer,64065,1995-08-07
270919,JiYoung,Zweizig,Senior Staff,40000,1994-03-23
270922,Aram,Rouquie,Senior Engineer,82096,1988-11-02
270951,Mario,Hasham,Engineer,40000,1995-07-09
270957,Foong,Oskamp,Senior Engineer,58786,1996-07-16
270959,Odysseas,Danley,Senior Engineer,40000,1997-11-06
270966,Hongzue,Heering,Senior Staff,54562,1995-10-26
270970,Jaroslava,Picaronny,Senior Engineer,45000,1992-04-22
270973,Malu,Kalloufi,Senior Engineer,59700,1993-05-08
270983,Shen,Einsfeld,Staff,40000,1998-03-09
270993,Irena,Heusch,Staff,40000,1999-06-14
271008,Masaru,Plotkin,Senior Engineer,62599,1994-04-03
271013,Ipke,Bage,Senior Engineer,45483,1993-06-29
271016,Mihalis,Morton,Senior Staff,75795,1996-09-21
271033,Anyuan,Sidou,Senior Staff,59402,1992-03-24
271039,Cedric,Colorni,Senior Engineer,58248,1988-03-07
271040,Chirstian,Sidou,Senior Staff,43832,1996-05-20
271050,Takushi,Koblick,Senior Staff,82397,1999-04-06
271053,Bernd,Baby,Senior Engineer,42709,1987-08-10
271063,Ramzi,Morrow,Senior Engineer,65229,1994-10-27
271068,Nahla,Angel,Senior Staff,43819,1998-05-08
271077,Kannan,Stille,Senior Engineer,57045,1993-07-09
271103,Berry,Shigei,Senior Staff,40000,1988-03-13
271109,Vincent,Bednarek,Engineer,63129,1999-05-01
271124,Shooichi,Jarecki,Senior Staff,40000,1998-09-05
271135,Chinho,Brattka,Senior Staff,40000,1997-06-26
271143,Mizuhito,Farris,Senior Engineer,40000,1993-04-06
271145,Stella,Shackel,Senior Staff,70166,1987-07-20
271148,Adel,Czaja,Assistant Engineer,40000,1999-05-31
271172,Chandrasekaran,Heijenga,Senior Engineer,46158,1995-04-24
271179,Jaewoo,Murrill,Senior Staff,90327,1997-12-09
271186,Frederique,Engberts,Senior Engineer,40000,1992-06-07
271189,Eirik,Plump,Staff,40000,1998-02-20
271199,Tzvetan,Karner,Staff,40555,1997-04-05
271201,Franziska,Lagarias,Senior Engineer,56244,1993-08-24
271203,Karoline,Poupard,Engineer,73409,1997-11-09
271210,Lokesh,VanScheik,Senior Engineer,40000,1998-01-07
271232,Ingmar,Demian,Senior Engineer,40000,1985-06-05
271234,Naftali,Gluchowski,Senior Staff,40000,1985-12-21
271255,Shahid,Kusakabe,Senior Engineer,64225,1993-06-09
271271,Yurii,Seghrouchni,Senior Staff,64955,1992-10-17
271272,Willard,Matheson,Senior Engineer,40000,2002-05-07
271282,Kamran,Siochi,Senior Staff,75636,1992-07-14
271284,Jackson,Barvinok,Senior Engineer,49990,1992-12-29
271300,Gilbert,Curless,Senior Staff,70448,1992-05-10
271305,Lena,Zolotykh,Engineer,42121,2002-01-24
271307,Shaowei,Pietrzykowski,Senior Staff,53061,1993-10-16
271311,Christ,Gargeya,Senior Staff,72308,1997-12-13
271330,Phillip,Werthner,Staff,42913,1998-09-25
271344,Eckart,Rodiger,Senior Staff,40000,2002-04-30
271368,Narain,Tramer,Senior Engineer,44990,1995-10-19
271380,LiMin,Dahlbom,Senior Engineer,73508,1999-10-06
271383,Nishit,Syang,Senior Engineer,40000,1988-10-01
271384,Kwangho,Peron,Senior Staff,40000,2001-12-26
271403,Baocai,Kuzuoka,Senior Staff,94810,1988-11-02
271421,Nectarios,Litvinov,Senior Engineer,40000,1996-10-24
271429,Mostafa,Gustavson,Senior Staff,55365,1990-06-24
271436,Fei,Cummings,Engineer,40000,1997-09-14
271451,Bluma,Leijenhorst,Senior Staff,86718,1993-10-08
271453,Shalesh,Gadepally,Senior Staff,52819,1993-05-30
271477,Naftali,Whittlesey,Senior Engineer,40530,1997-02-27
271480,Arumugam,Cooley,Senior Staff,45121,1996-12-04
271491,Fen,Snedden,Senior Staff,59543,1992-07-06
271493,Ulises,Jullig,Senior Engineer,40000,1995-12-27
271495,Lena,Falco,Senior Engineer,40000,1992-04-25
271497,Salvador,Bojadziev,Senior Engineer,40000,1996-05-16
271504,Olivera,Clemencon,Senior Staff,52688,1994-12-05
271536,Luisa,Henders,Senior Engineer,40000,1996-01-14
271537,Gio,Tiemann,Senior Engineer,40000,1993-01-04
271539,Yakkov,Rosca,Staff,58787,1998-07-01
271541,Vidya,Cronau,Staff,82058,1999-05-22
271545,Temple,Negoita,Senior Staff,79212,1994-04-26
271549,Bartek,Schauser,Senior Staff,51148,2000-02-11
271550,Mats,Menhardt,Senior Staff,75106,1997-07-25
271560,Mohan,Papastamatiou,Senior Staff,63670,1999-07-09
271565,Sugwoo,Juneja,Senior Engineer,62945,1992-02-21
271575,Karoline,Tsunoo,Engineer,40000,1997-09-09
271576,Kirk,Marquardt,Senior Staff,62563,1994-03-03
271579,Mechthild,Luan,Engineer,55010,1999-01-30
271594,Marjo,Jonsson,Technique Leader,42787,1986-02-28
271602,Troy,Baak,Technique Leader,40000,1987-05-18
271603,Szabolcs,Carrere,Senior Staff,40000,2002-05-12
271604,Phillip,Bael,Senior Engineer,40000,2001-05-02
271605,Demin,Yemenis,Technique Leader,62354,1985-04-09
271607,Augustine,Pezzoli,Senior Engineer,50681,1992-05-01
271611,Vitaly,Raczkowsky,Senior Engineer,66059,2000-12-16
271631,Ravishankar,Litecky,Technique Leader,70605,1986-04-13
271638,Jungsoon,Plavsic,Senior Engineer,40000,1999-06-26
271644,Pranav,Peroz,Senior Engineer,40000,1993-06-14
271648,Jungsoon,Unno,Senior Engineer,40000,1993-12-18
271679,Shaz,Ladret,Senior Staff,63737,1992-11-01
271703,Debatosh,Flowers,Senior Staff,99281,1993-10-23
271704,Vivian,Gente,Staff,40000,1994-04-14
271710,Leszek,Ossenbruggen,Senior Staff,40000,1993-09-10
271727,Dmitri,Nourani,Staff,40000,1998-02-08
271752,Yuguang,Lipner,Senior Staff,46638,1991-12-16
271754,Kenroku,Gente,Senior Staff,40000,1995-03-21
271760,Tzu,Yavatkar,Senior Staff,56146,1987-01-11
271763,Alois,Furedi,Senior Staff,40000,1995-08-08
271793,Kenroku,Brendel,Senior Staff,40000,1995-08-05
271801,IEEE,Bernardeschi,Senior Engineer,43892,1993-04-14
271803,Tru,Dichev,Senior Staff,68302,1990-02-11
271828,Kamakshi,Braunmuhl,Senior Staff,64785,1992-05-31
271837,Narain,Szmurlo,Staff,48301,1995-05-02
271847,Valdiodio,Takanami,Senior Staff,79780,1992-10-29
271873,Piyush,Jiafu,Senior Staff,43151,1993-08-21
271888,Dekang,Gide,Senior Engineer,40000,1995-05-15
271891,Karlis,Ouhyoung,Senior Engineer,43535,1998-04-27
271915,Zhenbing,Anandan,Senior Engineer,40287,1995-10-09
271918,Giri,Cronau,Senior Staff,40000,1994-09-06
271922,Val,Kalefeld,Senior Staff,44967,1994-12-04
271933,Arnould,Ducloy,Staff,58049,1997-03-02
271942,Uta,Borstler,Engineer,49633,1996-10-29
271962,Stamatina,Ranft,Senior Staff,40000,1993-10-05
271969,Ranan,Heystek,Senior Engineer,45338,1993-02-22
271973,Mototsugu,Iwayama,Senior Engineer,40000,1989-11-26
271976,Mary,Kuhnemann,Senior Staff,66603,1991-09-06
271980,Shigenori,Angel,Senior Staff,96207,1995-05-31
271991,Kwangjo,Michaels,Engineer,54170,1999-04-08
272009,Deborah,Woycyznski,Senior Engineer,44502,1995-07-01
272021,Baoqiu,Asrin,Senior Staff,49057,1988-11-29
272028,Laurentiu,Curless,Senior Engineer,43152,1996-08-12
272032,Ronghao,Zschoche,Senior Staff,40000,1993-12-11
272085,Arie,Swen,Senior Staff,50027,1993-04-22
272089,Reuven,Makrucki,Senior Engineer,40000,1986-11-17
272093,Boalin,Alpin,Senior Engineer,76739,1999-03-31
272094,Uli,Mamelak,Senior Staff,71222,1995-05-26
272096,Geoffrey,Veevers,Senior Staff,40000,1985-05-04
272104,Paris,Koshino,Assistant Engineer,57313,1995-11-16
272109,Kellyn,Famili,Senior Staff,54351,2000-10-16
272118,Shigehiro,Ertl,Senior Engineer,68303,1997-09-16
272119,Akhilish,Businaro,Senior Engineer,40000,1995-03-03
272123,Sibyl,Warwick,Senior Staff,40000,1994-07-05
272125,Ranan,Demir,Senior Engineer,49018,1988-08-11
272146,Tommaso,Tramer,Senior Engineer,54150,1991-06-05
272162,Kwangyoen,Ouhyoung,Staff,40000,1996-04-23
272188,Vasilii,Luck,Senior Staff,116019,2000-06-19
272197,Wilmer,Meriste,Staff,40000,1998-05-29
272203,Somnath,Pardalos,Senior Staff,40000,1994-07-04
272214,Yurij,Alpin,Senior Engineer,40000,1991-09-05
272225,Martijn,Millington,Staff,63730,1999-04-08
272230,Kwangsub,Peternell,Senior Engineer,40000,1995-11-06
272239,Weiwu,Falster,Technique Leader,62475,1987-02-03
272251,Larisa,Grospietsch,Senior Engineer,51881,1993-07-28
272252,Gay,Murillo,Engineer,58696,1993-11-15
272254,Danel,Lambe,Senior Staff,52545,1999-05-27
272259,Yongqiao,Lorcy,Senior Staff,40000,1992-03-26
272269,Jaewoo,Zhang,Senior Engineer,40487,1995-01-27
272272,Ziva,Fontet,Senior Staff,40000,1995-03-06
272281,Abdelkader,Fairtlough,Senior Engineer,40000,2001-02-24
272296,Duro,Bennet,Engineer,40000,1994-12-23
272309,Tadahiro,Waeselynck,Senior Engineer,40000,1995-10-20
272317,Zhiguo,Luga,Senior Staff,67959,1995-07-24
272322,Shrikanth,DuCasse,Senior Engineer,40000,1996-07-25
272324,Toshiko,Feinberg,Senior Staff,96619,1998-03-29
272344,Mamdouh,Vesna,Senior Staff,69920,1998-07-14
272349,Slavian,Standera,Senior Engineer,40000,1993-04-05
272353,Kauko,Rajala,Engineer,42766,1995-08-04
272355,Ger,Setia,Senior Staff,40000,1993-07-26
272378,Kamakshi,Ranta,Senior Engineer,40000,1995-01-24
272395,Chenyi,Kamble,Senior Engineer,61237,1995-05-25
272406,Ger,Zucker,Senior Staff,40000,1995-12-22
272409,Tomoyuki,Sudbeck,Senior Staff,45272,1993-02-25
272418,Golgen,Versino,Senior Staff,64812,1992-03-20
272419,Masanao,Kuhnemann,Senior Staff,61273,1991-06-09
272434,Shugo,Ishibashi,Senior Engineer,52075,1990-09-15
272438,Tonia,Litecky,Senior Staff,72757,1995-06-23
272446,Yonghong,Molenkamp,Senior Staff,40000,1993-02-11
272448,Constantine,Pearson,Senior Engineer,40000,1987-12-02
272486,Anneke,Gide,Senior Engineer,59197,1992-10-01
272498,Mansur,Keohane,Senior Engineer,52836,1994-01-10
272516,Mansur,Socorro,Senior Engineer,40000,1996-12-07
272520,Shigehito,Gomatam,Technique Leader,40000,1985-03-27
272538,Masoud,Hiroyama,Staff,87279,1999-02-11
272541,Arie,Bade,Senior Staff,55393,1998-11-25
272543,Feiyu,Karunanithi,Senior Engineer,40000,1992-10-20
272544,Yefim,Malinowski,Senior Staff,87832,1990-07-13
272545,Kasturi,Rando,Senior Staff,40000,2000-12-19
272550,Katsuyuki,Cmelik,Technique Leader,59928,1989-11-25
272552,Tetsurou,Azadmanesh,Engineer,40000,1995-01-19
272566,Tonia,Kavraki,Senior Staff,51857,1990-08-25
272577,Mark,Glinert,Senior Engineer,40000,1985-04-27
272615,Debatosh,Heyers,Staff,63848,1996-07-12
272625,Hitomi,Roccetti,Senior Staff,58828,1996-11-17
272626,Sashi,Pena,Senior Engineer,51895,1998-11-27
272627,Naraig,Chvatal,Engineer,70603,1997-09-27
272631,Jianhua,Liesche,Senior Engineer,61717,1988-05-11
272637,Remzi,Greibach,Staff,64772,1997-08-20
272648,Jungsoon,Belinskaya,Engineer,44517,1995-01-30
272654,Piyush,Uehara,Senior Engineer,48448,1986-05-03
272657,Vincent,Rusmann,Senior Engineer,52238,1991-07-30
272670,Shigeichiro,Schmittgen,Senior Staff,81797,1999-06-27
272676,Danny,Hebden,Senior Staff,40000,1994-09-11
272683,Monique,Cyne,Staff,46759,1998-01-22
272685,Emdad,Trachtenberg,Senior Staff,97175,1994-05-11
272691,Nectarios,Usery,Senior Staff,55747,2002-01-29
272693,Shichao,Douceur,Senior Engineer,40000,1995-08-11
272699,Elrique,Uchoa,Senior Engineer,40000,1994-03-04
272704,Noritoshi,Laurillard,Senior Engineer,40000,2001-05-30
272708,Juyoung,Huhdanpaa,Technique Leader,43553,1993-06-25
272712,Utpal,Heering,Senior Engineer,40000,1997-02-15
272720,Yuguang,Carrere,Engineer,49915,1994-10-20
272726,Marsha,Eppinger,Senior Staff,82979,1994-09-21
272727,Adam,Shiratori,Technique Leader,40000,1985-03-25
272763,Heekeun,Zambonelli,Senior Engineer,57264,1995-06-29
272766,Bodh,Kilgore,Senior Engineer,46713,1995-01-26
272781,Kwan,Shinomoto,Senior Engineer,62003,1991-10-24
272786,Vesna,Loncour,Senior Engineer,50754,1995-12-06
272806,Tomokazu,Marrakchi,Staff,55607,1999-08-14
272816,Gita,Litvinov,Senior Staff,71392,1991-01-17
272825,Kensyu,Bahl,Senior Staff,78597,2001-07-02
272826,Odoardo,Ranze,Senior Engineer,49000,1998-12-20
272832,Nahid,Zizka,Engineer,47461,1999-04-12
272833,Goo,Maierhofer,Senior Staff,53415,1997-08-05
272848,Kazuhira,Silva,Senior Staff,70300,1990-03-07
272855,Rosalyn,Ecklund,Senior Staff,74210,1993-07-18
272861,Gonzalo,Angelopoulos,Senior Engineer,40000,1988-05-17
272863,Mang,Hockney,Senior Engineer,41762,1992-12-16
272873,Vitaly,Thibadeau,Senior Engineer,40000,1985-07-09
272876,Aamer,Standera,Senior Staff,40000,1991-12-30
272887,Baziley,Acton,Engineer,40000,1997-11-23
272895,Berna,Hertweck,Engineer,40000,1998-08-19
272897,Gila,Erde,Senior Staff,40000,1986-12-08
272902,Junsik,Shumilov,Senior Staff,40000,1991-09-15
272903,Sergi,Mundy,Senior Engineer,40000,1995-07-20
272930,Sasan,Hoogerwoord,Senior Staff,63077,1998-12-05
272943,Temple,Gewali,Senior Staff,81125,1993-02-19
272945,Tran,Mayerwieser,Senior Engineer,40000,2002-05-03
272947,Kirk,Basawa,Senior Staff,66630,1988-07-24
272958,Marc,Chepyzhov,Senior Engineer,43326,1993-08-13
272961,Prodip,Danner,Senior Staff,40000,1995-07-29
272974,Waiman,Klerer,Senior Staff,62812,1993-12-17
272976,Augustine,Hiraishi,Staff,50778,1999-02-26
272991,Heejo,Gerlach,Senior Engineer,53226,1991-08-13
272995,Yuping,Lampe,Senior Staff,47434,1985-06-18
273003,Pantung,Rotem,Senior Staff,47216,1992-07-13
273007,Yuqun,Ghemri,Senior Engineer,40000,1995-12-15
273013,Taisook,Rodiger,Senior Staff,47310,1990-06-12
273015,Parviz,Blokdijk,Senior Staff,59446,1989-11-21
273032,Jongsuk,Miyakawa,Senior Engineer,49815,1989-07-21
273037,Hongzue,Bernini,Senior Staff,40000,1993-04-24
273060,Kitty,Riefers,Engineer,40675,1998-09-03
273067,Matk,Barinka,Senior Staff,62261,1995-01-04
273068,Arfst,Ramaiah,Senior Staff,57131,2001-01-28
273083,Kazuhito,Vitiello,Senior Engineer,40000,1998-01-31
273092,Snehasis,Hoogerwoord,Senior Engineer,49004,1985-07-08
273108,Zhiguo,Murtafg,Senior Engineer,62487,1993-09-28
273129,Sumant,Whitcomb,Senior Staff,58050,1996-12-13
273132,Dmitry,Munro,Senior Engineer,40538,1995-08-29
273136,Itzchak,Sidje,Senior Staff,56525,1994-09-13
273138,Mizuhito,Rebaine,Senior Staff,56094,1994-01-19
273157,Maik,Valtorta,Senior Staff,40000,1994-04-10
273177,Shao,Eickenmeyer,Senior Engineer,40000,1992-04-16
273181,Etsuo,Isard,Senior Engineer,40000,1993-11-18
273201,Feipei,Molenkamp,Senior Engineer,49745,1988-08-18
273208,Uta,Delgrange,Senior Engineer,40000,1993-09-17
273213,Masako,Sommen,Senior Staff,40691,1985-05-06
273225,Jeong,Zolotykh,Senior Staff,42984,1994-11-16
273234,Moto,Pettis,Engineer,53644,1995-10-21
273240,Cordelia,Brendel,Senior Staff,40000,1988-10-16
273255,Neven,Haumacher,Senior Staff,40000,2001-06-14
273276,Maya,Makrucki,Senior Engineer,40000,2002-02-27
273277,Renny,Douceur,Senior Staff,82871,1996-12-28
273293,Koldo,Gornas,Senior Engineer,53784,1987-08-11
273298,Gennady,Claffy,Senior Engineer,40000,1992-12-18
273304,Conrado,Melichar,Engineer,40000,1995-09-21
273306,Ziyad,Otillio,Technique Leader,40000,1987-05-15
273318,Baoqiu,Marrakchi,Staff,53519,1995-05-02
273322,Jaana,Lagarias,Senior Staff,40000,1985-03-23
273326,Aksel,Gulik,Senior Staff,61869,1995-01-14
273329,Fumiyo,Scharstein,Staff,65915,1999-04-29
273333,Jungsoon,Luff,Senior Staff,40000,1996-07-17
273344,Christ,Heiserman,Technique Leader,48887,1992-09-23
273352,Sanjay,Molenkamp,Senior Engineer,46004,2000-05-25
273360,Kellie,Bade,Senior Engineer,43634,1985-05-04
273367,Shalesh,Munawer,Senior Engineer,47424,1990-02-03
273398,Masamitsu,Bolsens,Senior Engineer,40000,1999-12-05
273400,Berni,Hegner,Senior Engineer,53129,1987-02-05
273406,Hitofumi,Randt,Senior Engineer,40303,1992-09-04
273409,Nectarios,Camarinopoulos,Senior Staff,40000,2001-07-17
273425,Martina,Bottner,Senior Engineer,47163,1987-09-23
273427,Arvind,Melski,Senior Engineer,48935,1998-03-08
273429,Abdulah,Lovengreen,Senior Engineer,64049,2000-04-21
273477,Shaowen,Validov,Senior Engineer,63003,2002-03-15
273497,Mantis,Birdsall,Senior Staff,59908,1993-02-14
273532,Sivanarayana,Bonifati,Senior Staff,77316,1997-12-22
273547,Mohammed,Melichar,Senior Engineer,54518,1988-01-29
273561,Susanne,McAffer,Senior Engineer,54411,1991-11-09
273563,Shaz,Ohori,Senior Engineer,50179,1998-10-30
273568,Mizuhito,Kilgore,Senior Staff,70246,1995-09-16
273575,Neelam,Colorni,Senior Staff,46574,1988-12-02
273593,Ranga,Tyugu,Senior Engineer,40000,1989-09-12
273596,Wuxu,Schwartzburd,Senior Engineer,40000,1987-01-03
273597,Takahira,Penttonen,Senior Engineer,44832,1987-04-26
273601,Anwar,Seiwald,Senior Engineer,40000,2002-07-05
273617,Theron,Nyanchama,Senior Staff,76704,1999-10-18
273631,Richara,Perfilyeva,Staff,69661,1995-04-19
273638,Chikara,Farrar,Engineer,40000,1998-07-03
273657,Jouko,Hashii,Technique Leader,40000,1986-05-29
273658,Jaana,Lipner,Senior Staff,74405,1996-11-27
273659,Toshimo,Smailagic,Senior Staff,66263,1986-03-26
273663,Bartek,Ananiadou,Senior Staff,88441,1995-04-29
273678,Gro,Cronau,Senior Staff,40000,1985-07-24
273687,Bouchung,Beidas,Engineer,40000,1994-10-14
273711,Kensyu,Rodier,Senior Staff,40725,1992-05-29
273712,Mart,Miara,Staff,45703,1997-05-24
273718,Padma,Nitto,Senior Engineer,66725,2002-03-25
273721,Kazuhisa,Wegerle,Staff,61132,1997-02-23
273740,Youpyo,Cannata,Senior Staff,55400,1994-02-25
273742,Rildo,Armand,Senior Engineer,40000,1996-04-05
273749,Youssef,Standera,Senior Engineer,49766,1988-05-05
273754,Kristin,Chartres,Staff,60621,1997-01-26
273762,Masoud,Schaap,Engineer,40000,1999-01-20
273771,Sudhanshu,Perri,Senior Engineer,59003,1996-11-13
273773,Fan,Seuren,Senior Staff,40000,1992-09-26
273778,Maik,Landherr,Senior Staff,55474,1995-06-19
273783,Geoffrey,Vesna,Senior Engineer,57932,1993-12-13
273792,Berna,McClurg,Senior Staff,45830,1996-05-21
273795,Jianhao,Lorho,Senior Engineer,43773,1985-07-13
273798,Katsuo,Gyimothy,Senior Engineer,41894,1993-03-30
273822,Mana,Roison,Senior Engineer,45872,1995-09-04
273823,Kolar,Salinas,Senior Staff,57549,1995-01-29
273831,Kousuke,Farrar,Senior Staff,65524,1994-06-07
273843,Arvin,Beetstra,Senior Engineer,41529,1996-10-17
273864,Isaac,Perelgut,Senior Staff,46861,1997-11-24
273867,Arch,Leaver,Senior Engineer,55186,1986-12-10
273881,Stamatina,Klerer,Technique Leader,40000,1985-09-05
273883,Sanjit,Rothe,Senior Engineer,43792,1995-03-18
273894,Shalesh,Giaccio,Senior Staff,79985,1988-05-18
273900,Jianhui,Waleschkowski,Senior Engineer,60881,1997-04-02
273902,Mabhin,Feldmann,Senior Engineer,57098,1992-06-20
273918,Mario,Samarati,Senior Staff,55037,1994-10-06
273925,Bilhanan,Cheshire,Senior Staff,53991,1991-10-20
273931,Shahid,Zykh,Staff,60377,1995-05-26
273933,Sreenivas,Parfitt,Senior Staff,92626,1992-10-16
273935,Heng,Gils,Senior Engineer,40000,1998-10-22
273942,Ayakannu,Boissier,Senior Engineer,44907,1987-07-30
273945,Aruna,Rijckaert,Senior Staff,40000,1998-09-23
273952,Nahla,Braccini,Technique Leader,40000,1987-03-22
273958,Jiafu,Klerer,Technique Leader,49260,1987-11-02
273964,Nathan,Ratnaker,Technique Leader,50294,1988-03-31
273972,Danae,Conta,Senior Engineer,40000,1985-07-16
273981,Gunilla,Bratsberg,Senior Engineer,49977,1985-04-15
273983,Manohar,Matzen,Senior Engineer,50723,1995-06-02
273987,Emran,Halloran,Senior Engineer,46484,1994-08-18
273995,Hilary,Litvinov,Engineer,59837,1998-03-21
273997,Yechiam,Braunschweig,Senior Staff,70325,1994-12-16
274011,Breannda,Mawatari,Senior Staff,48022,1997-06-12
274044,Yuchang,Erni,Senior Engineer,55056,2002-05-30
274052,Monique,Hempstead,Senior Engineer,65076,1988-04-22
274066,Navin,Aloisi,Senior Staff,65483,1994-05-11
274084,Bernice,Luon,Senior Engineer,43272,1996-01-28
274087,Mari,Olano,Engineer,48955,1999-11-24
274090,Franziska,Peng,Senior Staff,47080,2002-03-19
274099,Stevo,Perko,Technique Leader,40000,1991-02-05
274106,Leon,Herber,Staff,63643,1996-02-03
274118,Kinh,Srimani,Senior Staff,40000,1992-12-16
274119,Hugo,Narwekar,Engineer,52843,1997-02-15
274168,Kensyu,Clouatre,Senior Engineer,40000,2000-05-27
274181,Yechezkel,Fortenbacher,Senior Staff,62131,1998-07-14
274197,Geoffrey,Randi,Senior Staff,91290,1996-07-04
274202,Guoxiang,Christ,Senior Engineer,40000,1996-01-22
274214,Tomoyuki,Conti,Senior Engineer,63292,2001-04-01
274220,Apostol,Karcich,Senior Engineer,43525,1996-06-23
274239,Juyoung,Borovoy,Senior Staff,64835,1998-08-29
274251,Heon,Kadhim,Senior Staff,82935,1997-09-17
274269,Macha,Nitto,Senior Engineer,54497,1992-05-20
274272,Persi,Conia,Senior Staff,67916,1997-11-07
274278,Horward,Oberman,Engineer,40000,1996-06-12
274282,Saeko,Bernatsky,Staff,65903,1999-03-19
274283,Takahira,Sherertz,Staff,49547,1999-07-25
274290,Tsuneo,Birke,Senior Engineer,46369,1996-08-03
274319,Sanjay,Gammage,Senior Engineer,43377,1987-05-02
274342,Mihalis,Baca,Senior Staff,84500,1995-05-09
274346,Sadun,Plessier,Senior Engineer,40000,1991-10-15
274348,Cheong,Siksek,Senior Engineer,45518,1996-10-08
274349,Lubomir,Wilfing,Senior Staff,40000,2000-09-28
274360,Shuzo,Oskamp,Senior Engineer,40000,1995-07-15
274364,Reuven,Kavraki,Engineer,40000,1996-08-18
274371,Genki,Delaune,Senior Staff,112020,1994-11-03
274372,Herbert,Atrawala,Senior Engineer,54544,1999-08-17
274390,Marsja,Salinas,Staff,48190,1996-01-31
274392,Matt,Schrooten,Staff,40000,1999-10-22
274397,Rimli,Wendorf,Senior Staff,75155,1992-06-16
274413,Stamatina,Valtorta,Senior Engineer,40000,1994-11-25
274427,Guther,Akaboshi,Senior Staff,67320,1999-01-21
274428,Lenore,Savasere,Senior Staff,51882,1996-10-31
274436,Brewster,Zockler,Senior Staff,86796,1998-10-01
274440,Mahmut,Valette,Engineer,55196,1994-11-21
274441,Marla,Denis,Senior Staff,76067,1999-08-24
274458,Arfst,Ghandeharizadeh,Senior Engineer,40000,1986-06-22
274459,Manu,Curless,Senior Engineer,62240,1992-05-22
274462,Mamdouh,Leonhardt,Senior Staff,50690,1990-04-29
274463,Uli,Glowinski,Senior Engineer,40000,2002-05-17
274473,Rutger,Bhattacharjee,Senior Engineer,40000,2001-05-05
274478,Sugwoo,Paludetto,Senior Staff,40000,1990-03-31
274489,Dhritiman,Gulak,Technique Leader,40000,1988-05-26
274492,Malu,Zeilberger,Senior Staff,59356,1996-08-04
274496,Danae,Boguraev,Technique Leader,65770,1985-07-15
274508,Rosli,Vickson,Senior Staff,64288,1986-04-03
274511,Stafford,Pews,Engineer,40000,1994-12-26
274523,Mani,Cronin,Senior Engineer,45121,1993-02-15
274534,Freyja,McClurg,Senior Engineer,40000,1991-08-19
274543,Teruyuki,Marrakchi,Senior Staff,69666,2000-07-03
274554,Sakthirel,Rattan,Senior Engineer,56199,2002-05-13
274560,Snehasis,Pusterhofer,Senior Engineer,40000,1987-09-01
274563,Masaki,Serre,Senior Engineer,41256,1993-06-24
274572,Barton,Restivo,Staff,40000,1997-06-30
274574,Chirstian,Bharadwaj,Senior Staff,82083,1995-05-09
274585,Aleksandar,Itzfeldt,Senior Staff,50350,1993-02-27
274603,Harjit,Erie,Senior Staff,47038,1997-02-07
274612,Bodh,Masaki,Senior Staff,64136,1987-06-14
274624,Fun,Serna,Technique Leader,52377,1991-02-19
274625,Fatemeh,Assaf,Senior Staff,80053,1987-07-19
274627,Ibibia,Cooke,Senior Engineer,40504,2000-07-16
274683,Elrique,Strooper,Senior Engineer,40000,1999-05-21
274704,Masanao,Rothe,Senior Staff,64892,1998-11-16
274706,Xiaoqiu,Thimonier,Staff,56651,1997-06-01
